NAME                                           READY   STATUS      RESTARTS        AGE     IP            NODE                          NOMINATED NODE   READINESS GATES
otel-collector-agent-m2b5r                     1/1     Running     0               7h27m   10.0.23.138   ip-10-0-31-205.ec2.internal   <none>           <none>
otel-collector-agent-pr7cs                     1/1     Running     0               7h27m   10.0.40.4     ip-10-0-44-254.ec2.internal   <none>           <none>
otel-collector-agent-q9ndr                     1/1     Running     0               26m     10.0.40.17    ip-10-0-39-216.ec2.internal   <none>           <none>
otel-collector-agent-shkcl                     1/1     Running     0               162m    10.0.17.35    ip-10-0-29-210.ec2.internal   <none>           <none>
payment-5c6f485cf6-6wq74                       1/1     Running     0               5h59m   10.0.19.227   ip-10-0-26-70.ec2.internal    <none>           <none>
payment-5c6f485cf6-zcn4v                       1/1     Running     0               154m    10.0.39.32    ip-10-0-35-229.ec2.internal   <none>           <none>
product-catalog-5d9b8d75c8-6w6bj               1/1     Running     0               15h     10.0.40.8     ip-10-0-44-254.ec2.internal   <none>           <none>
product-catalog-5d9b8d75c8-crzh5               1/1     Running     0               154m    10.0.19.236   ip-10-0-26-70.ec2.internal    <none>           <none>
product-reviews-9b9c94c7-hh6k5                 1/1     Running     0               163m    10.0.17.32    ip-10-0-29-210.ec2.internal   <none>           <none>
product-reviews-9b9c94c7-mpjdj                 1/1     Running     0               27m     10.0.28.115   ip-10-0-17-84.ec2.internal    <none>           <none>
product-reviews-9b9c94c7-s5cqj                 1/1     Running     0               15h     10.0.40.0     ip-10-0-44-254.ec2.internal   <none>           <none>
prometheus-5db66644d7-hn92b                    1/1     Running     9 (5h20m ago)   23h     10.0.19.240   ip-10-0-16-62.ec2.internal    <none>           <none>
prometheus-adapter-6bb85cd969-nc8vz            1/1     Running     0               22h     10.0.27.135   ip-10-0-16-62.ec2.internal    <none>           <none>
quote-7d88645589-rhscf                         1/1     Running     0               154m    10.0.17.34    ip-10-0-29-210.ec2.internal   <none>           <none>
quote-7d88645589-rzvxn                         1/1     Running     0               151m    10.0.39.38    ip-10-0-35-229.ec2.internal   <none>           <none>
recommendation-6d555fd868-5l8xx                1/1     Running     0               5h59m   10.0.40.10    ip-10-0-44-254.ec2.internal   <none>           <none>
recommendation-6d555fd868-6vqdg                1/1     Running     0               163m    10.0.17.33    ip-10-0-29-210.ec2.internal   <none>           <none>
recommendation-6d555fd868-hntrr                1/1     Running     0               27m     10.0.28.116   ip-10-0-17-84.ec2.internal    <none>           <none>
recommendation-6d555fd868-wxpmz                1/1     Running     0               162m    10.0.39.33    ip-10-0-35-229.ec2.internal   <none>           <none>
runtime-hardening-inventory-29745670-fpxnn     0/1     Error       0               16h     10.0.46.20    ip-10-0-47-201.ec2.internal   <none>           <none>
runtime-hardening-inventory-29745675-t5f6f     0/1     Error       0               16h     10.0.46.18    ip-10-0-47-201.ec2.internal   <none>           <none>
runtime-hardening-inventory-29746250-xl8h9     0/1     Error       0               7h10m   10.0.46.20    ip-10-0-47-201.ec2.internal   <none>           <none>
runtime-hardening-inventory-29746675-npt97     0/1     Completed   0               5m42s   10.0.46.22    ip-10-0-47-201.ec2.internal   <none>           <none>
runtime-hardening-inventory-29746680-c87gq     0/1     Completed   0               42s     10.0.46.22    ip-10-0-47-201.ec2.internal   <none>           <none>
shipping-5c69c59db5-p7zrj                      1/1     Running     0               5h59m   10.0.40.1     ip-10-0-44-254.ec2.internal   <none>           <none>
shipping-5c69c59db5-xq2kt                      1/1     Running     0               154m    10.0.19.235   ip-10-0-26-70.ec2.internal    <none>           <none>
shopping-copilot-8498468854-m98wm              1/1     Running     0               151m    10.0.39.36    ip-10-0-35-229.ec2.internal   <none>           <none>
techx-corp-kube-state-metrics-989589f7-2cjk5   1/1     Running     0               5h16m   10.0.46.20    ip-10-0-47-201.ec2.internal   <none>           <none>
